sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,went_on_backorder
1122410,6,3,2,17,38,59,1,11,21,26,0,0,0.42,0.46,0,No
1122411,20,8,0,30,30,60,2,12,29,46,0,0,1,0.92,0,No
1122412,803,8,12,1182,2964,4152,455,1461,2944,4451,283,0,0.97,0.97,0,No
1122413,48,12,0,0,150,150,12,29,57,76,0,0,0.96,0.86,0,No
1122414,627,8,103,900,1800,2700,439,1252,2484,3643,243,0,1,0.73,0,No
1122415,25,8,0,0,0,0,1,16,33,52,6,0,1,0.99,0,No
1122416,711,2,0,0,0,0,0,20,21,31,5,0,0.33,0.66,0,No
1122417,230,8,2,0,224,364,59,201,418,599,67,0,0.81,0.89,0,No
1122418,29,4,0,0,0,0,1,1,1,1,1,0,0.58,0.7,0,No
1122419,14,8,0,0,0,0,0,0,0,0,1,0,0.84,0.9,0,No
1122420,1,8,0,0,0,0,0,1,1,1,0,0,0.9,0.92,0,No
1122421,1498,8,839,6237,11655,16821,2384,6102,11293,16118,1984,0,0.74,0.71,0,No
1122422,27,8,0,0,0,0,0,0,0,0,1,0,1,0.9,0,No
1122423,747,8,200,500,700,800,1027,1059,1565,2425,488,0,0.97,0.98,5,No
1122424,1,8,1,3,7,10,1,4,6,10,3,0,0.99,0.9,0,No
1122425,39,8,0,0,0,22,10,29,57,83,0,0,-99,0.95,0,No
1122426,5,2,0,24,24,36,11,21,31,47,3,0,1,0.95,0,No
1122427,0,2,0,4,7,9,0,0,0,0,0,0,0.89,0.9,0,No
1122428,2,8,0,0,0,1,0,0,1,2,1,0,0.77,0.82,0,No
1122429,4,8,0,0,0,0,0,0,0,0,0,0,0.67,0.8,0,No
1122430,11,2,0,0,0,0,0,0,0,0,0,0,0.98,0.95,0,No
1122431,1787,8,0,0,0,3000,364,669,810,1471,0,0,0.94,0.66,0,No
1122432,16,4,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,No
1122433,12,2,0,0,12,36,3,15,27,39,0,0,0.99,0.97,0,No
1122434,100,12,0,3,30,63,16,70,155,155,48,0,0.74,0.72,0,No
1122435,500,2,0,0,0,0,0,0,0,0,1,0,-99,-99,0,No
1122436,63,8,0,0,0,0,0,1,1,1,0,0,0.97,0.8,0,No
1122437,5,12,0,0,0,0,0,1,1,1,0,0,0.86,0.89,0,No
1122438,16,2,0,0,0,0,0,5,5,5,0,0,0.99,0.99,0,No
1122439,5,8,0,0,0,0,0,0,0,0,0,0,0.99,0.94,0,No
1122440,1,12,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,No
1122441,7,2,0,0,0,0,0,1,1,2,0,0,0.66,0.6,0,No
1122442,272,8,81,1100,1650,2200,172,603,1284,1990,215,0,0.1,0.34,1,No
1122443,14,8,0,0,0,0,0,0,0,1,1,0,0.93,0.96,0,No
1122444,905,8,0,0,0,0,0,5,6,18,2,0,0.15,0.26,0,No
1122445,131,2,33,135,270,390,57,165,286,416,72,0,0.96,0.98,0,No
1122446,12,3,0,0,0,16,2,6,9,11,0,0,0.98,0.99,0,No
1122447,4143,8,288,7316,12116,19028,2716,8742,16819,22461,1288,0,0.92,0.92,0,No
1122448,13,2,0,0,0,0,0,0,1,1,0,0,0.84,0.48,0,No
1122449,1,2,0,0,1,2,0,0,0,0,1,0,0.91,0.93,0,Yes
1122450,24005,12,0,0,0,0,3,17,32,63,14,0,0.69,0.68,0,No
1122451,32,9,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,No
1122452,32,52,0,0,0,0,0,0,0,0,1,0,0,0,0,No
1122453,9,4,0,4,4,4,1,2,2,4,1,0,0.22,0.11,0,No
1122454,0,8,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1122455,141,4,9,0,0,0,5,14,17,17,22,0,0.22,0.11,0,No
1122456,74,8,2,22,77,143,26,61,110,162,29,0,0.98,0.98,0,No
1122457,636,8,0,0,0,0,0,0,0,5,0,0,0.56,0.74,0,No
1122458,0,8,0,1,1,1,0,0,0,0,1,0,0.46,0.35,0,No
1122459,0,2,0,11,11,11,0,0,0,0,0,0,0,0,0,No
1122460,36,8,6,24,48,64,6,21,46,84,18,0,1,1,0,No
1122461,0,2,0,5,5,5,0,0,0,0,0,0,0,0,0,Yes
1122462,45,2,0,0,0,0,0,0,2,3,0,0,1,0.98,0,No
1122463,1160,4,218,1771,3289,5060,15,46,66,132,0,0,0.97,0.91,0,No
1122464,33,9,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,No
1122465,4,12,0,1,1,1,0,0,0,0,0,0,0.82,0.79,0,No
1122466,142,12,1,84,168,252,47,90,166,395,42,0,0.62,0.69,0,No
1122467,69,8,136,99,263,445,85,268,541,804,171,0,0.92,0.96,0,No
1122468,41,8,14,144,144,192,26,59,121,212,37,0,0.99,0.99,1,No
1122469,30,8,0,0,0,0,0,1,4,5,1,0,0.99,0.98,0,No
1122470,11,8,0,26,48,64,12,31,54,89,0,0,0.8,0.92,0,No
1122471,244,13,1,60,85,105,21,60,124,258,35,0,1,0.95,0,No
1122472,250,8,0,0,0,0,0,12,47,49,10,0,1,0.99,0,No
1122473,88,8,0,0,45,160,9,53,113,151,31,0,0.95,0.9,0,No
1122474,90,8,81,178,279,408,27,129,225,351,53,12,0,0,11,No
1122475,729,4,107,726,1167,1482,460,1214,2306,3397,27,0,0.77,0.8,0,No
1122476,38,8,2,0,0,0,1,1,9,13,4,0,0.86,0.88,0,No
1122477,29,2,0,15,15,15,6,17,23,40,0,0,0.97,0.99,0,No
1122478,0,2,0,10,10,10,0,0,0,0,2,0,-99,0,0,No
1122479,70,2,0,48,144,240,22,83,145,152,1,0,1,0.99,0,No
1122480,44,9,0,16,37,58,8,23,47,74,23,0,0.99,0.98,0,No
1122482,0,2,0,50,70,70,0,0,0,0,4,0,1,0.91,0,No
1122483,0,12,0,50,50,50,0,0,0,0,140,0,0.77,0.78,0,No
1122484,4,8,1,2,3,5,2,4,7,10,0,0,0.95,0.97,0,No
1122485,1,4,0,0,0,0,0,1,1,1,0,0,0.89,0.9,0,No
1122486,391,8,0,0,0,0,2,2,3,3,3,0,0.92,0.79,0,No
1122487,1,8,0,10,10,10,2,10,17,20,2,0,0.99,0.99,0,Yes
1122488,658,2,183,480,1080,1680,241,615,1243,2141,228,0,0.99,0.97,0,No
1122489,31,8,0,0,0,0,1,4,4,19,0,0,0.36,0.19,0,No
1122490,15,11,0,0,0,0,0,2,2,2,12,0,0.88,0.74,0,No
1122491,13,2,0,0,0,0,0,5,5,5,0,0,0.8,0.66,0,No
1122492,152,8,71,112,204,304,30,101,214,339,84,0,1,0.41,0,No
1122493,125,3,0,29,174,319,43,144,297,411,0,0,0.42,0.46,0,No
1122494,21,9,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,No
1122495,6,8,0,0,0,0,0,0,0,0,1,0,-99,1,0,No
1122496,11,8,0,0,0,0,0,1,2,3,0,0,0.96,0.83,0,No
1122497,18,8,0,0,24,36,4,12,32,55,0,0,0.99,0.98,0,No
1122498,231,8,168,77,308,539,75,234,505,759,85,0,0.96,0.83,0,No
1122500,212,8,12,22,129,259,17,72,279,404,64,22,0.11,0.07,0,No
1122501,271,8,0,0,0,0,2,6,11,11,2,0,0.28,0.57,0,No
1122502,137,2,21,0,0,0,1,9,9,9,3,0,0.84,0.63,0,No
1122503,46,2,0,70,70,70,9,35,52,52,30,0,0.91,0.82,0,No
1122504,718,52,0,0,0,0,4,37,68,102,18,0,0.68,0.57,0,No
1122505,21,2,0,0,0,0,1,1,2,2,0,0,0.98,0.98,0,No
1122506,20,8,0,0,0,0,0,0,0,2,3,0,0.93,0.86,0,No
1122507,12,8,0,0,0,0,0,2,2,2,2,0,0.99,0.99,0,No
1122508,18,8,0,0,0,0,0,0,0,0,0,0,0.82,0.68,0,No
1122509,23,9,0,0,0,0,0,0,0,0,0,0,0.85,0.83,0,No
1122510,70,8,0,110,110,110,6,35,55,102,20,0,0.97,0.95,0,No
1122511,38,2,0,0,0,0,0,1,3,4,0,0,0.63,0.69,0,No
1122512,10,4,0,0,0,0,0,0,0,0,1,0,0.22,0.11,0,No
1122513,4,12,0,0,0,0,0,0,0,0,1,0,0.82,0.79,0,No
1122514,3,10,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,No
1122515,1,8,0,1,2,2,0,1,1,1,0,0,0.78,0.82,0,No
1122516,4,8,0,0,0,0,0,0,0,0,0,0,0.48,0.53,0,No
1122517,116,12,27,0,39,98,25,69,155,208,50,0,0.97,0.98,0,No
1122518,8,9,0,0,0,0,0,0,0,0,0,0,0.91,0.74,0,No
1122519,2,8,0,0,0,0,0,0,0,0,1,0,0.99,0.98,0,No
1122520,4,8,0,0,0,0,0,0,0,0,0,0,0.93,0.95,0,No
1122521,0,9,0,1,1,1,0,0,0,0,0,0,0.69,0.68,0,No
1122522,5,8,0,0,0,2,0,1,2,4,2,0,0.48,0.53,0,No
1122523,1,12,0,2,3,4,0,2,2,4,0,0,0.82,0.79,0,No
1122524,23,12,0,0,0,10,0,6,14,23,0,0,0.87,0.88,0,No
1122525,729,2,0,0,0,0,0,0,0,0,2,0,0.9,0.92,0,No
1122526,83,2,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0,No
1122527,138,8,15,49,123,181,25,69,152,233,51,0,0.99,0.9,0,No
1122528,0,8,0,8,8,8,1,3,3,3,1,0,0.98,0.95,0,No
1122529,1,8,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0,No
1122530,116,8,0,0,0,0,1,2,2,6,0,0,0.98,0.99,0,No
1122531,2,8,0,0,0,0,0,0,0,0,0,0,0.6,0.43,0,No
1122532,679,8,0,0,0,0,0,0,0,0,1,0,1,0.97,0,No
1122533,3,12,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,No
1122534,2,8,0,0,0,0,1,1,2,2,1,0,0.74,0.76,0,No
1122535,11,4,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,No
1122536,644,9,107,560,1394,2274,273,876,1839,2818,404,0,0.34,0.41,0,No
1122537,242,8,5,0,0,0,20,72,138,210,30,0,0.99,0.99,0,No
1122538,36,2,0,0,0,0,4,21,31,41,0,0,0.95,0.94,0,No
1122539,14,8,0,0,0,0,0,0,0,0,1,0,0.46,0.35,0,No
1122540,165,8,28,144,320,432,45,150,324,566,57,0,0.76,0.88,0,No
1122541,2,12,0,10,10,10,1,1,3,6,0,0,0.82,0.79,0,No
1122542,2,8,0,0,0,0,0,0,0,0,0,0,0.82,0.87,0,No
1122543,36,9,0,19,38,76,10,26,48,64,0,0,0.91,0.74,0,No
1122544,2,9,0,3,3,3,0,0,0,0,0,0,0.69,0.68,0,No
1122545,18,2,0,19,38,38,0,0,0,0,0,0,0.73,0.77,0,No
1122546,8,2,1,0,0,0,2,3,3,3,0,0,0.81,0.83,0,No
1122547,4,2,0,0,0,0,0,0,0,0,0,0,1,0.99,0,No
1122548,498,20,0,0,0,0,0,0,0,0,0,0,0.29,0.62,0,No
1122549,10,2,0,0,0,0,0,0,1,1,0,0,1,0.99,0,No
1122550,329,10,0,0,0,0,0,28,32,37,0,0,0.4,0.6,0,No
1122551,5,12,0,0,0,0,0,0,0,0,1,0,0.73,0.69,0,No
1122552,90,4,0,0,0,0,0,0,1,1,0,0,0.77,0.8,0,No
1122553,0,4,14,0,0,0,0,0,0,0,0,0,0.69,0.68,0,No
1122554,0,2,4,5,10,10,0,0,0,0,0,0,0.99,0.94,0,No
1122555,62,4,0,0,0,0,3,6,17,25,0,0,0.77,0.8,0,No
1122556,5,2,0,0,0,3,0,0,0,0,1,0,0.8,0.66,0,No
1122557,12,9,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,No
1122558,9,2,3,0,4,8,0,0,0,0,0,0,0.15,0.22,0,No
1122559,16,8,0,0,0,0,1,1,6,7,0,0,0.89,0.88,0,No
1122560,9,2,0,0,0,0,0,0,0,2,0,0,0.8,0.66,0,No
1122561,12,2,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0,No
1122562,2,8,0,0,0,0,0,1,1,2,0,0,0.89,0.88,0,No
1122563,4,2,0,0,0,0,0,1,1,1,1,0,0.81,0.92,0,No
1122564,4,12,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,No
1122565,32,8,0,0,0,0,2,4,13,16,2,0,0.8,0.88,0,No
1122566,1955,12,777,375,1125,1125,339,1079,2079,2946,267,0,1,0.99,0,No
1122567,932,8,0,0,0,0,19,73,153,214,42,0,0.91,0.96,0,No
1122568,56,9,51,78,162,198,19,62,119,161,18,0,0.85,0.83,0,No
1122569,32,8,2,60,90,120,11,34,60,97,22,0,0.97,0.97,0,No
1122570,19,8,0,26,38,42,10,19,33,49,0,0,0.92,0.75,0,No
1122571,18,8,0,0,0,5,1,3,8,20,0,0,0.98,0.99,0,No
1122572,23,8,0,0,0,0,0,0,0,1,1,0,-99,-99,0,No
1122573,2633,2,804,3200,5600,8800,951,3022,5449,7526,843,0,0.96,0.96,63,No
1122574,330,2,0,0,0,0,0,0,2,3,0,0,-99,-99,0,No
1122575,121,2,0,0,0,0,0,4,4,6,1,0,0.34,0.57,0,No
1122576,4,8,0,0,0,0,0,0,2,2,0,0,0.83,0.83,0,No
1122577,7,12,6,0,3,6,2,5,10,11,0,0,0.82,0.79,0,No
1122578,190,2,0,0,0,0,0,0,1,5,0,0,0.8,0.66,0,No
1122579,130,2,3,0,60,120,18,62,111,172,28,0,1,0.99,0,No
1122580,12,2,0,0,0,0,1,1,1,1,2,0,0.34,0.57,0,No
1122581,2,14,0,2,3,5,1,4,9,9,1,1,0.89,0.9,0,No
1122582,112,12,0,0,0,0,0,1,3,7,0,0,0,0.04,0,No
1122583,21,8,0,0,0,0,2,2,2,4,0,0,0.69,0.68,0,No
1122584,50,12,0,0,0,0,0,1,1,2,2,0,0.76,0.53,0,No
1122585,4,8,0,0,0,0,1,1,1,3,0,0,0.64,0.69,0,No
1122586,11,9,0,0,0,1,0,4,5,9,0,0,0.85,0.83,0,No
1122587,9,2,0,20,40,50,7,19,35,49,0,0,1,0.99,0,No
1122588,192,8,0,0,0,16,2,15,47,79,0,0,0.89,0.54,0,No
1122589,24,8,0,0,0,0,2,5,15,19,2,0,0.9,0.93,0,No
1122590,0,8,0,3,5,7,1,4,7,8,0,0,0.96,0.98,0,No
1122591,4,2,2,12,24,39,1,12,16,19,0,0,0.94,0.95,0,No
1122592,150,12,0,0,0,0,0,0,0,2,0,0,0.75,0.83,0,No
1122593,946,8,108,2333,4669,6973,718,2502,5148,7713,186,0,0.99,0.98,0,No
1122594,119,9,0,0,0,0,0,0,0,2,0,0,0.85,0.83,0,No
1122595,888,4,350,380,380,760,34,233,528,753,111,0,0.77,0.8,0,No
1122596,268,8,13,0,0,300,22,76,165,261,38,0,0.97,0.95,0,No
1122597,6,8,0,0,0,0,0,1,1,1,0,0,0,0.14,0,No
1122598,195,4,0,130,130,260,94,301,718,1062,5,0,0.77,0.8,0,No
1122599,131,8,0,0,0,0,0,1,5,8,0,0,0.87,0.89,0,No
1122600,207,8,0,0,0,0,0,0,0,2,0,0,0.89,0.85,0,No
1122601,11,8,0,0,0,2,1,6,7,22,8,0,0.99,0.99,0,No
1122602,221,52,0,0,0,0,8,27,36,77,13,0,0,0,0,No
1122603,451,2,0,0,0,0,65,157,174,282,42,0,1,0.94,0,No
1122604,72,2,2,0,80,80,18,38,67,98,17,0,0.95,0.97,0,No
1122605,4,8,0,0,1,3,0,0,4,5,0,0,0.82,0.9,0,No
1122606,6,12,0,0,0,0,0,2,2,4,0,0,0.89,0.9,0,No
1122608,781,8,0,0,0,0,1,3,5,10,0,0,1,0.7,0,No
1122609,12,8,6,14,24,34,5,15,31,51,0,0,0.78,0.82,0,No
1122610,217,8,0,0,0,0,20,56,107,166,27,0,0.84,0.69,0,No
1122611,2670,2,29,1200,3600,4800,598,1934,3792,6338,461,0,0.97,0.93,0,No
1122612,97,8,30,240,360,480,94,176,300,445,80,0,0.69,0.68,0,No
1122613,6,8,0,0,0,0,0,0,0,2,0,0,0.98,0.95,0,No
1122614,136,8,0,0,0,0,7,10,17,66,2,0,0.74,0.7,0,No
1122615,135,8,5,0,105,105,28,81,146,225,59,0,1,1,0,No
1122616,328,12,0,111,111,111,1,4,8,24,311,0,0,0.15,0,No
1122618,1,12,0,1,1,2,0,0,1,2,0,0,0.82,0.79,0,No
1122619,4,2,0,0,0,0,0,0,3,3,0,0,0.9,0.8,0,No
1122620,2,8,0,5,10,15,3,8,14,15,0,0,0.78,0.82,0,No
1122621,209,12,81,482,812,1152,102,334,679,1037,147,0,0.91,0.9,0,No
1122622,4,8,0,8,16,24,0,6,9,16,0,0,1,0.99,0,No
1122623,230,8,0,0,150,270,32,92,95,95,45,0,0.91,0.94,0,No
1122624,227,8,0,0,0,0,1,10,27,39,2,0,0.94,0.95,0,No
1122625,31,2,0,50,80,90,12,27,51,93,24,10,0.79,0.83,0,No
1122626,5,8,0,0,0,0,0,1,1,1,0,0,0.52,0.46,0,No
1122627,15,2,0,0,0,0,3,5,7,11,0,0,0.69,0.68,0,No
1122628,3,2,16,14,28,42,4,13,28,43,1,0,0.93,0.96,0,No
1122629,4,12,0,0,0,0,0,1,1,1,0,0,1,1,0,No
1122630,84,8,0,0,0,0,2,4,7,12,1,0,0.99,0.93,0,No
1122631,10,2,0,8,16,24,4,14,27,35,2,0,1,0.98,0,No
1122632,3,9,2,8,8,8,0,4,8,9,2,0,0.85,0.83,0,No
1122633,151,12,0,0,0,0,22,84,185,318,0,0,0,0.02,0,No
1122634,4372,8,0,0,0,0,3,7,12,17,0,0,1,0.7,0,No
1122635,82,8,23,120,186,230,22,73,134,239,18,0,1,0.99,0,No
1122636,5,8,0,0,0,0,2,2,4,5,1,0,0.42,0.46,0,No
1122637,16419,52,0,0,0,0,0,0,0,0,0,0,0.64,0.8,0,No
1122638,231,8,0,0,0,0,2,4,6,10,0,0,0.99,0.93,0,No
1122639,92,4,57,328,629,928,120,315,606,895,58,0,0.82,0.78,1,No
1122640,33,8,0,0,0,0,0,1,1,1,1,0,0.99,0.98,0,No
1122641,11,2,0,0,0,0,0,1,1,1,0,0,1,0.7,0,No
1122642,7,2,0,0,0,0,0,0,0,1,0,0,0.99,0.96,0,No
1122643,17,8,0,8,16,24,1,6,9,19,1,0,0.99,0.99,0,No
1122644,174,8,0,39,79,79,13,68,95,142,30,0,0.95,0.97,0,No
1122645,6208,16,6861,3276,8424,12156,1839,6666,12702,18752,1766,0,0.99,0.99,0,No
1122646,19,8,0,0,8,20,2,6,16,23,0,0,0.92,0.75,0,No
1122647,6,8,0,0,6,12,2,5,9,10,0,0,0.98,0.95,0,No
1122648,121,2,0,0,0,0,1,2,6,9,0,0,0.05,0.24,0,No
1122649,13,2,0,0,0,6,2,8,19,21,1,0,0.82,0.68,0,No
1122651,17,8,5,50,81,103,15,53,129,161,12,0,0.82,0.78,0,No
1122652,139,8,8,0,60,80,8,20,74,136,12,0,0.69,0.68,0,No
1122653,185,2,92,360,520,640,163,277,462,643,87,0,0.77,0.78,1,No
1122654,3,8,0,1,3,5,0,1,8,14,1,0,0.84,0.78,0,No
1122655,258,0,0,0,0,0,0,6,9,15,1,0,0,0,0,No
1122656,8,8,0,0,0,0,0,1,1,2,0,0,0.81,0.83,0,No
1122657,31,8,0,0,0,0,2,8,14,32,8,0,1,0.41,0,No
1122658,3,4,0,31,31,44,3,7,19,44,4,0,0.98,0.98,0,No
1122659,147,8,0,0,0,0,0,1,4,6,2,0,-99,1,0,No
1122660,175,8,5,150,300,300,76,152,300,420,81,0,0.84,0.71,0,No
1122661,10,8,0,13,13,13,4,14,25,36,3,0,0.91,0.93,0,No
1122663,10,2,0,0,0,0,0,0,0,0,0,0,0.92,0.95,0,No
1122664,-789,8,323,2890,3541,5494,1732,2146,2600,2607,509,0,0.97,0.97,0,No
1122665,8,9,1,0,0,0,0,3,8,8,0,0,0.69,0.68,0,No
1122666,3,12,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,No
1122667,81,4,0,0,0,0,2,4,10,22,3,0,0.77,0.8,0,No
1122668,70,8,0,0,0,0,2,8,17,29,0,0,0.82,0.78,0,No
1122669,326,4,0,0,0,0,3,11,15,21,0,0,0.77,0.8,0,No
1122670,198,16,98,144,288,432,61,156,329,486,67,0,0.97,0.97,0,No
1122671,10,12,0,0,0,0,0,0,0,0,1,0,0.63,0.63,0,No
1122672,420,8,84,238,528,618,117,379,579,804,206,0,-99,0.44,0,No
1122673,12,2,0,14,28,42,6,20,38,57,0,0,1,0.99,0,No
1122674,78,2,8,63,126,210,23,76,128,208,38,0,0.93,0.96,0,No
1122675,148,8,11,78,150,240,26,113,217,355,67,0,0.97,0.86,0,No
1122676,15,8,0,0,0,0,1,5,16,22,0,0,1,0.83,0,No
1122677,54,2,4,56,105,168,30,70,138,180,28,0,0.99,0.98,0,No
1122678,0,8,0,1,2,2,1,1,5,5,1,0,0.47,0.62,0,No
1122679,2,12,0,1,2,3,0,1,2,2,0,0,0.82,0.79,0,No
1122680,99,8,0,0,0,0,0,2,7,10,2,0,0.98,0.99,0,No
1122681,16,8,0,0,0,0,1,4,6,6,0,0,1,0.85,0,No
1122682,18,8,0,0,0,0,0,0,0,0,3,0,1,1,0,No
1122683,47,2,17,52,112,172,18,60,142,205,18,0,0.95,0.88,0,No
1122684,21,2,40,75,155,238,31,105,192,271,26,0,0.96,0.94,0,No
1122685,3337,8,1202,8132,16450,24328,2490,8384,16015,23995,2238,0,0.96,0.93,0,No
1122687,11,8,3,7,15,25,2,10,27,40,0,0,0.48,0.53,0,No
1122688,127,4,32,175,325,550,88,229,419,553,82,0,1,0.97,0,No
1122689,76,2,0,0,0,0,0,0,0,1,0,0,1,0.96,0,No
1122690,1607,8,8,0,0,0,15,43,68,94,18,0,-99,-99,0,No
1122691,36,8,0,7,28,63,2,15,32,50,8,0,0.79,0.76,0,No
1122692,19,8,6,173,321,465,50,160,290,432,20,15,0.77,0.68,0,No
1122693,2,8,0,1,1,3,0,1,2,3,0,1,0.51,0.41,0,No
1122694,4,12,0,7,7,7,0,4,8,13,0,0,0.98,0.98,0,No
1122695,11,12,0,0,0,0,0,0,0,0,0,0,0.46,0.35,0,No
1122696,35,8,17,52,102,142,10,44,87,133,15,0,0.48,0.53,0,No
1122697,142,12,484,1660,2540,3860,521,1594,2799,4146,306,0,0.82,0.79,3,No
